"Shape","Size_or_Ratio","Day","Area","BPM_gcamp","Maximum","FWHM","T0","T50","T75","BeatRatePeak_bpm","Time_Int_sec","Max_Contract_pixsec","Max_Relax","Group","ShapeGroup"
"Star",1,20,0.573591126567994,-1.09670568485626,-0.0389606320876386,-0.500468079989952,0.302527129644336,-0.417652673430088,-0.343954458838706,-0.324995062073731,-0.315705807681591,-0.428531700707175,-0.319094963660333,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.388651952287286,-0.669881718138655,0.0513990280616956,-0.331878887491366,0.214225136067902,-0.219435628618429,-0.170950144853323,-0.821093091231311,-0.417773442248844,-0.47173237869276,-0.312808732355483,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.298892000275085,0.369086902750462,0.399633076060681,0.0472324146633882,0.9672047042429,-0.0249621502705258,0.00205416913205869,-0.453673487044778,-0.359449079638986,-0.238156862180969,-0.0223215203997699,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.20396269580966,1.18184650013795,-0.284648872102884,1.33789158877133,0.606035074778634,1.47822376825276,1.35957229339978,0.792572593105608,-0.366739624965218,-0.136483767592796,0.1671612453199,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.326974869200356,-0.57261405919043,0.220286139746855,-0.455619581680308,-0.160696443215644,-0.28980507924866,-0.24764901196217,1.46926181972442,0.865333854816649,-0.108281213796436,-0.0394966781663392,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.610920954207301,0.645405238906567,0.0959474960348084,0.757862444284843,1.1517703465543,0.619027270379072,0.588005874612255,-0.395877808301975,-0.417773442248844,0.0987385024195012,0.481326080347691,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.32485714465845,0.857316354428137,0.5321561039304,1.77299919952302,0.409406318590674,2.04743784851093,1.87893072574831,0.656409517017677,-0.0707526624326326,-0.25929611019362,-0.0993857737057931,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.254077792111901,-0.484998916015694,0.801666703992622,0.174660461485819,1.28036314047845,-0.00883601781127204,0.0431675258255396,1.15272160424468,1.05488229722841,-0.181979766611395,-0.181377073169672,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.390204073380111,-0.593042361803749,0.526752086253649,0.107602094988416,1.0745664177443,-0.0218905059925726,0.0166511382102062,-0.540248904155168,-0.417773442248844,-0.315534008969367,-0.124963166926511,"Star 1to1 Day 20","Star 1to1"
"Star",1,20,0.64842177823819,-0.848177201804758,-0.113536239698117,-0.615633535496361,-0.649735079771466,-0.318928106559003,-0.255336173192674,-0.402410270075587,-0.271968271794477,-0.160617573509445,-0.0139656208029048,"Star 1to1 Day 20","Star 1to1"
